[ 0.36428814  0.63571186]
[ 0.08698922  0.91301078]
[ 0.21947261  0.78052739]
[ 0.28928525  0.71071475]
[ 0.24030197  0.75969803]
[ 0.10630622  0.89369378]
[ 0.01348652  0.98651348]
[ 0.22490861  0.77509139]
[ 0.18200372  0.81799628]
[ 0.46212745  0.53787255]
[ 0.20352355  0.79647645]
[ 0.11791908  0.88208092]
[ 0.12502185  0.87497815]
[ 0.09366593  0.90633407]
[ 0.01035419  0.98964581]
[ 0.19009291  0.80990709]
[ 0.35410778  0.64589222]
[ 0.15232931  0.84767069]
[ 0.23275166  0.76724834]
[ 0.0490129  0.9509871]
[ 0.14922795  0.85077205]
[ 0.03175957  0.96824043]
[ 0.26655132  0.73344868]
[ 0.01281038  0.98718962]
[ 0.14588952  0.85411048]
[ 0.17902192  0.82097808]
[ 0.03575522  0.96424478]
[ 0.81660006  0.18339994]
[ 0.13616352  0.86383648]
[ 0.20677801  0.79322199]
[ 0.2415138  0.7584862]
[ 0.15120609  0.84879391]
[ 0.13113031  0.86886969]
[ 0.33811119  0.66188881]
[ 0.09648543  0.90351457]
[ 0.29381851  0.70618149]
[ 0.31111016  0.68888984]
[ 0.27301678  0.72698322]
[ 0.50986211  0.49013789]
[ 0.30432268  0.69567732]
[ 0.19890443  0.80109557]
[ 0.26499647  0.73500353]
[ 0.09788759  0.90211241]
[ 0.08825945  0.91174055]
[ 0.26815449  0.73184551]
[ 0.22125719  0.77874281]
[ 0.3810881  0.6189119]
[ 0.39466772  0.60533228]
[ 0.36128917  0.63871083]
[ 0.06444455  0.93555545]
[ 0.00885038  0.99114962]
[ 0.01343811  0.98656189]
[ 0.12035081  0.87964919]
[ 0.16108179  0.83891821]
[ 0.02913106  0.97086894]
[ 0.08849394  0.91150606]
[ 0.07835145  0.92164855]
[ 0.12552992  0.87447008]
[ 0.23977997  0.76022003]
[ 0.1076869  0.8923131]
[ 0.30058182  0.69941818]
[ 0.27457926  0.72542074]
[ 0.0299323  0.9700677]
[ 0.27122182  0.72877818]
[ 0.10490531  0.89509469]
[ 0.22884762  0.77115238]
[ 0.3599845  0.6400155]
[ 0.23544075  0.76455925]
[ 0.33539327  0.66460673]
[ 0.18852506  0.81147494]
[ 0.03272814  0.96727186]
[ 0.02624912  0.97375088]
[ 0.20746424  0.79253576]
[ 0.1378141  0.8621859]
[ 0.07521612  0.92478388]
[ 0.44602791  0.55397209]
[ 0.09788759  0.90211241]
[ 0.55824108  0.44175892]
[ 0.14314482  0.85685518]
[ 0.09084891  0.90915109]
[ 0.08706781  0.91293219]
[ 0.00610928  0.99389072]
[ 0.13523628  0.86476372]
[ 0.11255682  0.88744318]
[ 0.10392692  0.89607308]
[ 0.13154614  0.86845386]
[ 0.6375236  0.3624764]
[ 0.15537958  0.84462042]
[ 0.06477598  0.93522402]
[ 0.96682623  0.03317377]
[ 0.30375613  0.69624387]
[ 0.43240292  0.56759708]
[ 0.14029773  0.85970227]
[ 0.67399465  0.32600535]
[ 0.0488433  0.9511567]
[ 0.58571919  0.41428081]
[ 0.45658483  0.54341517]
[ 0.31189185  0.68810815]
[ 0.23002621  0.76997379]
[ 0.67621267  0.32378733]
[ 0.48731196  0.51268804]
[ 0.13109689  0.86890311]
[ 0.17481362  0.82518638]
[ 0.10036974  0.89963026]
[ 0.37978568  0.62021432]
[ 0.10525153  0.89474847]
[ 0.18577067  0.81422933]
[ 0.11784547  0.88215453]
[ 0.00593042  0.99406958]
[ 0.29404424  0.70595576]
[ 0.19098053  0.80901947]
[ 0.64885828  0.35114172]
[ 0.18549437  0.81450563]
[ 0.1598105  0.8401895]
[ 0.27971517  0.72028483]
[  5.47865304e-04   9.99452135e-01]
[ 0.16080691  0.83919309]
[ 0.30040537  0.69959463]
[ 0.21177799  0.78822201]
[ 0.22959978  0.77040022]
[ 0.23168636  0.76831364]
[ 0.20683813  0.79316187]
[ 0.10316671  0.89683329]
[ 0.44708769  0.55291231]
[ 0.01652069  0.98347931]
[ 0.0294748  0.9705252]
[ 0.49329258  0.50670742]
[ 0.4214143  0.5785857]
[ 0.88529979  0.11470021]
[ 0.18552004  0.81447996]
[ 0.0094353  0.9905647]
[ 0.12832526  0.87167474]
[ 0.33934509  0.66065491]
[ 0.98632109  0.01367891]
[ 0.74699411  0.25300589]
[ 0.00885038  0.99114962]
[ 0.36011653  0.63988347]
[ 0.12502185  0.87497815]
[ 0.00546121  0.99453879]
[ 0.30660825  0.69339175]
[ 0.13151263  0.86848737]
[ 0.48286037  0.51713963]
[ 0.70120298  0.29879702]
[ 0.16692645  0.83307355]
[ 0.03954257  0.96045743]
[ 0.09192554  0.90807446]
[ 0.37684915  0.62315085]
[ 0.12098629  0.87901371]
[ 0.29525753  0.70474247]
[ 0.44536991  0.55463009]
[ 0.2201067  0.7798933]
[ 0.00593858  0.99406142]
[ 0.10069932  0.89930068]
[ 0.00885038  0.99114962]
[ 0.00986149  0.99013851]
[ 0.39064779  0.60935221]
[ 0.37362215  0.62637785]
[ 0.54819865  0.45180135]
[ 0.2437492  0.7562508]
[ 0.19211658  0.80788342]
[ 0.6780595  0.3219405]
[ 0.49473627  0.50526373]
[ 0.2437492  0.7562508]
[ 0.13788798  0.86211202]
[ 0.47197392  0.52802608]
[ 0.40210713  0.59789287]
[ 0.2360203  0.7639797]
[ 0.36095255  0.63904745]
[ 0.27157624  0.72842376]
[ 0.64259163  0.35740837]
[ 0.30058182  0.69941818]
[ 0.07575935  0.92424065]
[ 0.53953529  0.46046471]
[ 0.07961708  0.92038292]
[ 0.3343972  0.6656028]
[ 0.06908065  0.93091935]
[ 0.87692193  0.12307807]
[ 0.2467576  0.7532424]
[ 0.06801879  0.93198121]
[ 0.39528151  0.60471849]
[ 0.42126861  0.57873139]
[ 0.45364988  0.54635012]
[ 0.24464565  0.75535435]
[ 0.38531135  0.61468865]
[ 0.00560548  0.99439452]
[ 0.1334731  0.8665269]
[ 0.15537958  0.84462042]
[ 0.114181  0.885819]
[ 0.24810288  0.75189712]
[ 0.10490531  0.89509469]
[ 0.12186194  0.87813806]
[ 0.07579693  0.92420307]
[ 0.37770545  0.62229455]
[ 0.63005689  0.36994311]
[ 0.68078609  0.31921391]
[ 0.17282262  0.82717738]
[ 0.02323832  0.97676168]
[ 0.4045244  0.5954756]
[ 0.21669302  0.78330698]
[ 0.1186918  0.8813082]
[ 0.48023698  0.51976302]
[ 0.10161759  0.89838241]
[ 0.13109689  0.86890311]
[ 0.12836182  0.87163818]
[ 0.34582778  0.65417222]
[ 0.18577067  0.81422933]
[ 0.17207696  0.82792304]
[ 0.17064307  0.82935693]
[ 0.23787058  0.76212942]
[ 0.28973139  0.71026861]
[ 0.10365569  0.89634431]
[ 0.12998394  0.87001606]
[ 0.03925259  0.96074741]
[ 0.16173831  0.83826169]
[ 0.10259179  0.89740821]
[ 0.42599483  0.57400517]
[ 0.02557531  0.97442469]
[ 0.11823549  0.88176451]
[ 0.12441563  0.87558437]
[ 0.34182848  0.65817152]
[ 0.11226988  0.88773012]
[ 0.94359484  0.05640516]
[ 0.03439917  0.96560083]
[ 0.26856723  0.73143277]
[ 0.27483622  0.72516378]
[ 0.38964204  0.61035796]
[ 0.3894162  0.6105838]
[ 0.28566868  0.71433132]
[ 0.34199231  0.65800769]
[ 0.20915702  0.79084298]
[ 0.00560548  0.99439452]
[ 0.46899883  0.53100117]
[ 0.01003273  0.98996727]
[ 0.1922493  0.8077507]
[ 0.17635551  0.82364449]
[ 0.10159081  0.89840919]
[ 0.10280716  0.89719284]
[ 0.09790185  0.90209815]
[ 0.07671225  0.92328775]
[ 0.44997012  0.55002988]
[ 0.19657303  0.80342697]
[ 0.50071037  0.49928963]
[ 0.13522915  0.86477085]
[ 0.98650138  0.01349862]
[ 0.22777055  0.77222945]
[ 0.50986211  0.49013789]
[ 0.39678375  0.60321625]
[ 0.10950599  0.89049401]
[ 0.1681417  0.8318583]
[ 0.30194019  0.69805981]
[ 0.11409385  0.88590615]
[ 0.86593299  0.13406701]
[ 0.9783243  0.0216757]
[ 0.11420879  0.88579121]
[ 0.04479448  0.95520552]
[ 0.18074839  0.81925161]
[ 0.11236433  0.88763567]
[ 0.14209778  0.85790222]
[ 0.1713891  0.8286109]
[ 0.10161759  0.89838241]
[ 0.06220677  0.93779323]
[ 0.38619984  0.61380016]
[ 0.16896013  0.83103987]
[ 0.27263765  0.72736235]
[ 0.29561331  0.70438669]
[ 0.26126757  0.73873243]
[ 0.42948422  0.57051578]
[ 0.78740605  0.21259395]
[ 0.26728806  0.73271194]
[ 0.43975882  0.56024118]
[ 0.30950425  0.69049575]
[ 0.05591035  0.94408965]
[ 0.0129816  0.9870184]
[ 0.13109689  0.86890311]
[ 0.68188216  0.31811784]
[ 0.21050088  0.78949912]
[ 0.10476233  0.89523767]
[ 0.96694293  0.03305707]
[ 0.41885221  0.58114779]
[ 0.35755741  0.64244259]
[ 0.23528433  0.76471567]
[ 0.00885038  0.99114962]
[ 0.21853926  0.78146074]
[ 0.09691399  0.90308601]
[ 0.23792376  0.76207624]
[ 0.17965164  0.82034836]
[ 0.20378067  0.79621933]
[ 0.16687055  0.83312945]
[ 0.20677801  0.79322199]
[ 0.35410778  0.64589222]
[ 0.1657286  0.8342714]
[ 0.09700071  0.90299929]
[ 0.02069963  0.97930037]
[ 0.00679244  0.99320756]
[ 0.26956285  0.73043715]
[ 0.10456356  0.89543644]
[ 0.30305955  0.69694045]
[ 0.15869942  0.84130058]
[ 0.43776135  0.56223865]
[ 0.44862285  0.55137715]
[ 0.21525148  0.78474852]
[ 0.05271472  0.94728528]
[ 0.15466295  0.84533705]
[ 0.17027909  0.82972091]
[ 0.01348145  0.98651855]
[ 0.2347853  0.7652147]
[ 0.23792376  0.76207624]
[ 0.14666979  0.85333021]
[ 0.31664318  0.68335682]
[ 0.23726354  0.76273646]
[ 0.37585701  0.62414299]
[ 0.17790542  0.82209458]
[ 0.21507106  0.78492894]
[ 0.10687236  0.89312764]
[ 0.13480349  0.86519651]
[ 0.61949042  0.38050958]
[ 0.32221321  0.67778679]
[ 0.10834023  0.89165977]
[ 0.01340014  0.98659986]
[ 0.32014238  0.67985762]
[ 0.54495848  0.45504152]
[ 0.14890795  0.85109205]
[ 0.26582769  0.73417231]
[ 0.09673086  0.90326914]
[ 0.01271615  0.98728385]
[ 0.50424583  0.49575417]
[ 0.35147817  0.64852183]
[ 0.28624711  0.71375289]
[ 0.21275997  0.78724003]
[ 0.49908707  0.50091293]
[ 0.32926376  0.67073624]
[ 0.2437492  0.7562508]
[ 0.50925008  0.49074992]
[ 0.68667126  0.31332874]
[ 0.13329326  0.86670674]
[ 0.01340014  0.98659986]
[ 0.02178666  0.97821334]
[ 0.21112132  0.78887868]
[ 0.76681197  0.23318803]
[ 0.09454242  0.90545758]
[ 0.68726789  0.31273211]
[ 0.29690165  0.70309835]
[ 0.63109718  0.36890282]
[ 0.31583016  0.68416984]
[ 0.46993223  0.53006777]
[ 0.38736213  0.61263787]
[ 0.25860285  0.74139715]
[ 0.19229274  0.80770726]
[ 0.23787058  0.76212942]
[ 0.07665737  0.92334263]
[ 0.96490279  0.03509721]
[ 0.26511697  0.73488303]
[ 0.23273194  0.76726806]
[ 0.30288416  0.69711584]
[ 0.93840591  0.06159409]
[ 0.30306023  0.69693977]
[ 0.51728334  0.48271666]
[ 0.14693087  0.85306913]
[ 0.00885038  0.99114962]
[ 0.26874669  0.73125331]
[ 0.09053618  0.90946382]
[ 0.15807685  0.84192315]
[ 0.36410873  0.63589127]
[ 0.16687055  0.83312945]
[ 0.52059576  0.47940424]
[ 0.32422497  0.67577503]
[ 0.27370313  0.72629687]
[ 0.13109689  0.86890311]
[ 0.25064915  0.74935085]
[ 0.52670665  0.47329335]
[ 0.19306535  0.80693465]
[ 0.18737862  0.81262138]
[ 0.02929705  0.97070295]
[ 0.26321941  0.73678059]
[ 0.342389  0.657611]
[ 0.01410696  0.98589304]
[ 0.07010233  0.92989767]
[ 0.21260565  0.78739435]
[ 0.01767365  0.98232635]
[ 0.70789642  0.29210358]
[ 0.4644331  0.5355669]
[ 0.21024472  0.78975528]
[ 0.11683875  0.88316125]
[ 0.09571775  0.90428225]
[ 0.30635719  0.69364281]
[ 0.40613984  0.59386016]
[ 0.01324084  0.98675916]
[ 0.28446349  0.71553651]
[ 0.83344659  0.16655341]
[ 0.18305616  0.81694384]
[ 0.16241659  0.83758341]
[ 0.72996113  0.27003887]
[ 0.96961235  0.03038765]
[ 0.45311844  0.54688156]
[ 0.04261143  0.95738857]
[ 0.21368418  0.78631582]
[ 0.31853703  0.68146297]
[ 0.00885038  0.99114962]
[ 0.24394388  0.75605612]
[ 0.75954396  0.24045604]
[ 0.52905558  0.47094442]
[ 0.4287894  0.5712106]
[ 0.84168473  0.15831527]
[ 0.07613698  0.92386302]
[ 0.01797202  0.98202798]
[ 0.24898879  0.75101121]
[ 0.18600748  0.81399252]
[ 0.98051145  0.01948855]
[ 0.05207347  0.94792653]
[ 0.37698039  0.62301961]
[ 0.10456356  0.89543644]
[ 0.16269516  0.83730484]
[ 0.05142502  0.94857498]
[ 0.48195031  0.51804969]
[ 0.29679633  0.70320367]
[ 0.01328854  0.98671146]
[ 0.12322705  0.87677295]
[ 0.10490531  0.89509469]
[ 0.03118517  0.96881483]
[ 0.24471217  0.75528783]
[ 0.40644909  0.59355091]
[ 0.27457926  0.72542074]
[ 0.10159081  0.89840919]
[ 0.1206787  0.8793213]
[ 0.86717039  0.13282961]
[ 0.41036947  0.58963053]
[ 0.05914425  0.94085575]
[ 0.98692295  0.01307705]
[ 0.6887134  0.3112866]
[ 0.20730223  0.79269777]
[ 0.16741876  0.83258124]
[ 0.00885038  0.99114962]
[ 0.00610928  0.99389072]
[ 0.1021996  0.8978004]
[ 0.16126425  0.83873575]
[ 0.16675296  0.83324704]
[ 0.32804767  0.67195233]
[ 0.07960766  0.92039234]
[ 0.31482922  0.68517078]
[ 0.16687055  0.83312945]
[ 0.09140129  0.90859871]
[ 0.17276898  0.82723102]
[ 0.24106041  0.75893959]
[ 0.00946942  0.99053058]
[ 0.20627782  0.79372218]
[ 0.2062423  0.7937577]
[ 0.11226988  0.88773012]
[ 0.43163202  0.56836798]
[ 0.20910868  0.79089132]
[ 0.04175489  0.95824511]
[ 0.26420336  0.73579664]
[ 0.50182428  0.49817572]
[ 0.09390934  0.90609066]
[ 0.20245002  0.79754998]
[ 0.02121349  0.97878651]
[ 0.25191705  0.74808295]
[ 0.38637845  0.61362155]
[ 0.12719092  0.87280908]
[ 0.04325144  0.95674856]
[ 0.84088472  0.15911528]
[ 0.12318611  0.87681389]
[ 0.00885038  0.99114962]
[ 0.0055852  0.9944148]
[ 0.00559615  0.99440385]
[ 0.38245366  0.61754634]
[ 0.8552671  0.1447329]
[ 0.38964204  0.61035796]
[ 0.02816487  0.97183513]
[ 0.01003273  0.98996727]
[ 0.07650779  0.92349221]
[ 0.98650138  0.01349862]
[ 0.07747788  0.92252212]
[ 0.00337402  0.99662598]
[ 0.35143837  0.64856163]
[ 0.09723346  0.90276654]
[ 0.671786  0.328214]
[ 0.2275056  0.7724944]
[ 0.42575027  0.57424973]
[ 0.98575724  0.01424276]
[ 0.21479014  0.78520986]
[ 0.07551023  0.92448977]
[ 0.1269991  0.8730009]
[ 0.2347853  0.7652147]
[ 0.10543963  0.89456037]
[ 0.00885038  0.99114962]
[ 0.22115203  0.77884797]
[ 0.20404905  0.79595095]
[ 0.44609892  0.55390108]
[ 0.59568776  0.40431224]
[ 0.12502185  0.87497815]
[ 0.08878939  0.91121061]
[ 0.14654075  0.85345925]
[ 0.23726354  0.76273646]
[ 0.19336841  0.80663159]
[ 0.28030265  0.71969735]
[ 0.15432874  0.84567126]
[ 0.2919617  0.7080383]
[ 0.25425597  0.74574403]
[ 0.20670519  0.79329481]
[ 0.39825841  0.60174159]
[ 0.10036974  0.89963026]
[ 0.15445844  0.84554156]
[ 0.16722545  0.83277455]
[ 0.11282532  0.88717468]
[ 0.08579286  0.91420714]
[ 0.00885038  0.99114962]
[ 0.01322866  0.98677134]
[ 0.3572684  0.6427316]
[ 0.09107466  0.90892534]
[ 0.47718631  0.52281369]
[ 0.00885038  0.99114962]
[ 0.29317664  0.70682336]
[ 0.14433522  0.85566478]
[ 0.03849696  0.96150304]
[ 0.28306196  0.71693804]
[ 0.34840175  0.65159825]
[ 0.14960261  0.85039739]
[ 0.98650138  0.01349862]
[ 0.01002982  0.98997018]
[ 0.35807338  0.64192662]
[ 0.10036974  0.89963026]
[ 0.12965146  0.87034854]
[ 0.12998394  0.87001606]
[ 0.40128858  0.59871142]
[ 0.22289644  0.77710356]
[ 0.01281038  0.98718962]
[ 0.27428403  0.72571597]
[ 0.70658911  0.29341089]
[ 0.09101754  0.90898246]
[ 0.48333718  0.51666282]
[ 0.26121179  0.73878821]
[ 0.29856475  0.70143525]
[ 0.70240908  0.29759092]
[ 0.92425857  0.07574143]
[ 0.28239938  0.71760062]
[ 0.011382  0.988618]
[ 0.46108912  0.53891088]
[ 0.23721046  0.76278954]
[ 0.06607683  0.93392317]
[ 0.39689443  0.60310557]
[ 0.14559378  0.85440622]
[ 0.27509827  0.72490173]
[ 0.2923751  0.7076249]
[ 0.23726354  0.76273646]
[ 0.19731648  0.80268352]
[ 0.35968974  0.64031026]
[ 0.09398366  0.90601634]
[ 0.41201179  0.58798821]
[ 0.26655132  0.73344868]
[ 0.19913344  0.80086656]
[ 0.16789216  0.83210784]
[ 0.27427826  0.72572174]
[ 0.10392692  0.89607308]
[ 0.37190794  0.62809206]
[ 0.19285657  0.80714343]
[ 0.60627451  0.39372549]
[ 0.3194932  0.6805068]
[ 0.99590657  0.00409343]
[ 0.26465308  0.73534692]
[ 0.31840211  0.68159789]
[ 0.83281492  0.16718508]
[ 0.92406814  0.07593186]
[ 0.47710893  0.52289107]
[ 0.41053177  0.58946823]
[ 0.36190704  0.63809296]
[ 0.28615085  0.71384915]
[ 0.27081486  0.72918514]
[ 0.14896689  0.85103311]
[ 0.18492438  0.81507562]
[ 0.03250578  0.96749422]
[ 0.08808089  0.91191911]
[ 0.27265078  0.72734922]
[ 0.22651429  0.77348571]
[ 0.08319231  0.91680769]
[ 0.12462369  0.87537631]
[ 0.19339011  0.80660989]
[ 0.27389883  0.72610117]
[ 0.82162145  0.17837855]
[ 0.07927923  0.92072077]
[ 0.31326595  0.68673405]
[ 0.31547978  0.68452022]
[ 0.18744676  0.81255324]
[ 0.01799529  0.98200471]
[ 0.05700576  0.94299424]
[ 0.44026019  0.55973981]
[ 0.14390439  0.85609561]
[ 0.09316719  0.90683281]
[ 0.47911542  0.52088458]
[ 0.25767098  0.74232902]
[ 0.33660312  0.66339688]
[ 0.98632109  0.01367891]
[ 0.08062052  0.91937948]
[ 0.98498651  0.01501349]
[ 0.64122593  0.35877407]
[ 0.13151263  0.86848737]
[ 0.26304174  0.73695826]
[ 0.38759556  0.61240444]
[ 0.20991389  0.79008611]
[ 0.24307796  0.75692204]
[ 0.09093935  0.90906065]
[ 0.23543977  0.76456023]
[ 0.0169341  0.9830659]
[ 0.11596511  0.88403489]
[ 0.17713954  0.82286046]
[ 0.41828905  0.58171095]
[ 0.17484837  0.82515163]
[ 0.38396237  0.61603763]
[ 0.28609025  0.71390975]
[ 0.31049473  0.68950527]
[ 0.06297073  0.93702927]
[ 0.26552309  0.73447691]
[ 0.18052678  0.81947322]
[ 0.36849988  0.63150012]
[ 0.52563003  0.47436997]
[ 0.81893907  0.18106093]
[ 0.19654758  0.80345242]
[ 0.2924152  0.7075848]
[ 0.62428536  0.37571464]
[ 0.13098223  0.86901777]
[ 0.50898369  0.49101631]
[ 0.33766038  0.66233962]
[ 0.15895408  0.84104592]
[ 0.22284564  0.77715436]
[ 0.24303572  0.75696428]
[ 0.09517272  0.90482728]
[ 0.50925008  0.49074992]
[ 0.15537958  0.84462042]
[ 0.21309732  0.78690268]
[ 0.32427728  0.67572272]
[ 0.11239695  0.88760305]
[ 0.09691399  0.90308601]
[ 0.46603038  0.53396962]
[ 0.11964202  0.88035798]
[ 0.20241119  0.79758881]
[ 0.50407896  0.49592104]
[ 0.12711516  0.87288484]
[ 0.12772051  0.87227949]
[ 0.15522565  0.84477435]
[ 0.15566319  0.84433681]
[ 0.2270241  0.7729759]
[ 0.9549757  0.0450243]
[ 0.15708445  0.84291555]
[ 0.13607734  0.86392266]
[ 0.21910198  0.78089802]
[ 0.23016181  0.76983819]
[ 0.01341773  0.98658227]
[ 0.10610664  0.89389336]
[ 0.17286456  0.82713544]
[ 0.14018579  0.85981421]
[ 0.64514185  0.35485815]
[ 0.09322153  0.90677847]
[ 0.14394603  0.85605397]
[ 0.00946942  0.99053058]
[ 0.00885038  0.99114962]
[ 0.35529934  0.64470066]
[ 0.26499647  0.73500353]
[ 0.01302839  0.98697161]
[ 0.10432023  0.89567977]
[ 0.19237148  0.80762852]
[ 0.12314783  0.87685217]
[ 0.15518475  0.84481525]
[ 0.09820992  0.90179008]
[ 0.09673086  0.90326914]
[ 0.3788771  0.6211229]
[ 0.28242379  0.71757621]
[ 0.04128934  0.95871066]
[ 0.2563278  0.7436722]
[ 0.12918869  0.87081131]
[ 0.23726354  0.76273646]
[ 0.24874294  0.75125706]
[ 0.01346607  0.98653393]
[ 0.64689228  0.35310772]
[ 0.10456356  0.89543644]
[ 0.11795131  0.88204869]
[ 0.13247583  0.86752417]
[ 0.18720314  0.81279686]
[ 0.20610817  0.79389183]
[ 0.09543411  0.90456589]
[ 0.25638372  0.74361628]
[ 0.50841248  0.49158752]
[ 0.19876686  0.80123314]
[ 0.13480349  0.86519651]
[ 0.17706718  0.82293282]
[ 0.98575724  0.01424276]
[ 0.2608217  0.7391783]
[ 0.08908471  0.91091529]
[ 0.98696991  0.01303009]
[ 0.05773683  0.94226317]
[ 0.10094541  0.89905459]
[ 0.29997537  0.70002463]
[ 0.33698454  0.66301546]
[ 0.02205622  0.97794378]
[ 0.2040386  0.7959614]
[ 0.0059171  0.9940829]
[ 0.01370609  0.98629391]
[ 0.13480349  0.86519651]
[ 0.05914425  0.94085575]
[ 0.15939462  0.84060538]
[ 0.2275056  0.7724944]
[ 0.40592513  0.59407487]
[ 0.26493937  0.73506063]
[ 0.49329867  0.50670133]
[ 0.11303013  0.88696987]
[ 0.1841913  0.8158087]
[ 0.17270451  0.82729549]
[ 0.09720771  0.90279229]
[ 0.2175831  0.7824169]
[ 0.2086032  0.7913968]
[ 0.21985411  0.78014589]
[ 0.15753344  0.84246656]
[ 0.43782014  0.56217986]
[ 0.24005913  0.75994087]
[ 0.4560107  0.5439893]
[ 0.06225457  0.93774543]
[ 0.15154734  0.84845266]
[ 0.31652234  0.68347766]
[ 0.68081404  0.31918596]
[ 0.24257252  0.75742748]
[ 0.3194932  0.6805068]
[ 0.2275056  0.7724944]
[ 0.72852566  0.27147434]
[ 0.10073755  0.89926245]
[ 0.41220957  0.58779043]
[ 0.20195947  0.79804053]
[ 0.00591883  0.99408117]
[ 0.01324084  0.98675916]
[ 0.06776017  0.93223983]
[ 0.01997054  0.98002946]
[ 0.43636664  0.56363336]
[ 0.31338954  0.68661046]
[ 0.00613146  0.99386854]
[ 0.07993218  0.92006782]
[ 0.23721046  0.76278954]
[ 0.27785885  0.72214115]
[ 0.05745308  0.94254692]
[ 0.92002347  0.07997653]
[ 0.10131103  0.89868897]
[ 0.50238586  0.49761414]
[ 0.13992028  0.86007972]
[ 0.23726354  0.76273646]
[ 0.5290985  0.4709015]
[ 0.21651143  0.78348857]
[ 0.10490531  0.89509469]
[ 0.12782943  0.87217057]
[ 0.42667588  0.57332412]
[ 0.00580008  0.99419992]
[ 0.26834292  0.73165708]
[ 0.40209459  0.59790541]
[ 0.31738478  0.68261522]
[ 0.45709888  0.54290112]
[ 0.35991692  0.64008308]
[ 0.33888114  0.66111886]
[ 0.08156164  0.91843836]
[ 0.06671149  0.93328851]
[ 0.128624  0.871376]
[ 0.10495022  0.89504978]
[ 0.94439251  0.05560749]
[ 0.51904105  0.48095895]
[ 0.07960766  0.92039234]
[ 0.38870589  0.61129411]
[ 0.13950113  0.86049887]
[ 0.1695466  0.8304534]
[ 0.35492045  0.64507955]
[ 0.98692295  0.01307705]
[ 0.23424194  0.76575806]
[ 0.35725749  0.64274251]
[ 0.12050386  0.87949614]
[ 0.83974392  0.16025608]
[ 0.30153474  0.69846526]
[ 0.98696991  0.01303009]
[ 0.37577211  0.62422789]
[ 0.10456356  0.89543644]
[ 0.14093826  0.85906174]
[ 0.1234389  0.8765611]
[ 0.26273649  0.73726351]
[ 0.28201472  0.71798528]
[ 0.25525578  0.74474422]
[ 0.18324895  0.81675105]
[ 0.66620708  0.33379292]
[ 0.12279611  0.87720389]
[ 0.00946942  0.99053058]
[ 0.08555405  0.91444595]
[ 0.20136248  0.79863752]
[ 0.20237139  0.79762861]
[ 0.30789325  0.69210675]
[ 0.17954234  0.82045766]
[ 0.29915154  0.70084846]
[ 0.24090702  0.75909298]
[ 0.31645953  0.68354047]
[ 0.46483825  0.53516175]
[ 0.45668268  0.54331732]
[ 0.17697749  0.82302251]
[ 0.15408199  0.84591801]
[ 0.23792376  0.76207624]
[ 0.09691399  0.90308601]
[ 0.20597936  0.79402064]
[ 0.5496253  0.4503747]
[ 0.34309691  0.65690309]
[ 0.23544075  0.76455925]
[ 0.18691397  0.81308603]
[ 0.31043979  0.68956021]
[ 0.14349149  0.85650851]
[ 0.17590288  0.82409712]
[ 0.0051997  0.9948003]
[ 0.16616018  0.83383982]
[ 0.4165233  0.5834767]
[ 0.30432268  0.69567732]
[ 0.21734889  0.78265111]
[ 0.73132764  0.26867236]
[ 0.09316164  0.90683836]
[ 0.13113031  0.86886969]
[ 0.64462986  0.35537014]
[ 0.22686568  0.77313432]
[ 0.08061432  0.91938568]
[ 0.29493491  0.70506509]
[ 0.57812696  0.42187304]
[ 0.38186481  0.61813519]
[ 0.01454982  0.98545018]
[ 0.09641287  0.90358713]
[ 0.05214419  0.94785581]
[ 0.19063112  0.80936888]
[ 0.27294213  0.72705787]
[ 0.07842604  0.92157396]
[ 0.07665737  0.92334263]
[ 0.15609992  0.84390008]
[ 0.10194204  0.89805796]
[ 0.15179378  0.84820622]
[ 0.37684915  0.62315085]
[ 0.21439867  0.78560133]
[ 0.31502281  0.68497719]
[ 0.25414069  0.74585931]
[ 0.19949402  0.80050598]
[ 0.33501711  0.66498289]
[ 0.27019204  0.72980796]
[ 0.0322398  0.9677602]
[ 0.61094625  0.38905375]
[ 0.59123183  0.40876817]
[ 0.45318786  0.54681214]
[ 0.23306665  0.76693335]
[ 0.39207018  0.60792982]
[ 0.23582737  0.76417263]
[ 0.13992028  0.86007972]
[ 0.35166969  0.64833031]
[ 0.19198051  0.80801949]
[ 0.3288275  0.6711725]
[  4.42291659e-05   9.99955771e-01]
[ 0.09172609  0.90827391]
[ 0.22450882  0.77549118]
[ 0.17215407  0.82784593]
[ 0.2347853  0.7652147]
[ 0.19115552  0.80884448]
[ 0.01878551  0.98121449]
[ 0.08892054  0.91107946]
[ 0.06803487  0.93196513]
[ 0.1270464  0.8729536]
[ 0.70147562  0.29852438]
[ 0.56450808  0.43549192]
[ 0.20844384  0.79155616]
[ 0.06767377  0.93232623]
[ 0.18330442  0.81669558]
[ 0.29369245  0.70630755]
[ 0.07482291  0.92517709]
[ 0.27935308  0.72064692]
[ 0.21564551  0.78435449]
[ 0.41475341  0.58524659]
[ 0.30928645  0.69071355]
[ 0.29082727  0.70917273]
[ 0.27470668  0.72529332]
[ 0.17889891  0.82110109]
[ 0.14422129  0.85577871]
[ 0.61280745  0.38719255]
[ 0.10036974  0.89963026]
[ 0.73999122  0.26000878]
[ 0.16524814  0.83475186]
[ 0.08852496  0.91147504]
